id;category;topic;difficulty;question;answer1;answer2;answer3;answer4;correctAnswer;explanation;media
rechnungen-166;Rechnungen;ROI-Amortisation;medium;Die alten Geräte kosten jährlich 14.400 € im Betrieb, die neuen 7.600 €. Wie hoch ist die jährliche Einsparung?;6.800 €;7.600 €;14.400 €;22.000 €;0;14.400 € - 7.600 € = 6.800 €.;
rechnungen-167;Rechnungen;Textverständnis;medium;Was bedeutet „über die 4-jährige Nutzungsdauer“?;Der gesamte Zeitraum von vier Jahren wird betrachtet;Nur das vierte Jahr wird betrachtet;Vier einzelne Monate werden betrachtet;Nur das erste Jahr wird betrachtet;0;Die Berechnung soll sich auf die komplette Nutzungsdauer von vier Jahren beziehen.;
rechnungen-168;Rechnungen;Textverständnis;medium;Was bedeutet „eine Schulungsakademie aufbauen“?;Eine neue Schulungseinrichtung schaffen beziehungsweise einrichten;Eine Akademie schließen;Nur einen Kurs kaufen;Die Fixkosten reduzieren;0;„Aufbauen“ bedeutet hier eine neue Struktur oder Einrichtung schaffen.;
rechnungen-169;Rechnungen;Textverständnis;medium;Was bedeutet „erwartete Schulungserlöse“?;Die voraussichtlich durch Schulungen erzielten Erlöse;Die Kosten der Schulungen;Die Investitionssumme;Die eingesparten Fixkosten;0;Es handelt sich um prognostizierte Erlöse aus den Schulungen.;
rechnungen-170;Rechnungen;Textverständnis;medium;Was bedeutet „Einsparung externer Schulungen“?;Kosten für externe Schulungen müssen künftig nicht mehr oder in geringerem Umfang bezahlt werden;Mehr externe Schulungen werden gebucht;Der Umsatz sinkt;Die Investitionssumme steigt;0;Die eigene Akademie kann bisherige Ausgaben für externe Schulungen reduzieren.;
rechnungen-171;Rechnungen;ROI-Amortisation;medium;Was bedeutet „Nettonutzen“ in der Formel „Erlöse + Einsparungen − laufende Kosten“?;Der verbleibende wirtschaftliche Nutzen nach Abzug der laufenden Kosten;Nur der Umsatz;Nur die Einsparungen;Die Investitionssumme;0;Erlöse und Einsparungen erhöhen den Nettonutzen. Laufende Kosten vermindern ihn. Die Investitionssumme wird in dieser Formel nicht abgezogen.;
rechnungen-172;Rechnungen;Textverständnis;medium;Was bedeutet „bezogen auf Jahr 1“?;Die Berechnung bezieht sich nur auf das erste Jahr;Die Berechnung gilt automatisch für alle Jahre;Nur die Investitionssumme wird betrachtet;Das erste Jahr wird ignoriert;0;„Bezogen auf“ bedeutet hier, dass dieser Zeitraum die Grundlage der Berechnung ist.;
rechnungen-173;Rechnungen;Textverständnis;medium;Was bedeutet „ab Jahr 2“?;Beginnend mit dem zweiten Jahr;Nur im ersten Jahr;Nach Ende der Nutzungsdauer;Vor der Investition;0;„Ab“ bezeichnet einen Startpunkt, hier das zweite Jahr.;
rechnungen-174;Rechnungen;Textverständnis;medium;Was bedeutet „ein Gesamtbudget von 100.000 €“?;Für alle Investitionen zusammen stehen 100.000 € zur Verfügung;Jede Investition darf 100.000 € kosten;Der Gewinn beträgt 100.000 €;Die Fixkosten betragen 100.000 €;0;„Gesamtbudget“ bezeichnet den gesamten verfügbaren Betrag für alle betrachteten Maßnahmen.;
rechnungen-175;Rechnungen;Textverständnis;medium;Was bedeutet „eine Kombination von Investitionen“?;Mehrere Investitionen werden gemeinsam ausgewählt;Nur eine Investition darf gewählt werden;Die Investitionen werden addiert, ohne gewählt zu werden;Alle Investitionen werden automatisch durchgeführt;0;Eine Kombination besteht aus mehreren gemeinsam ausgewählten Alternativen.;
rechnungen-176;Rechnungen;Textverständnis;medium;Was bedeutet „den Gesamtgewinn maximieren“?;Den größtmöglichen Gesamtgewinn erreichen;Den Gewinn auf null reduzieren;Die Kosten maximieren;Die Absatzmenge minimieren;0;„Maximieren“ bedeutet, einen Wert so groß wie möglich zu machen.;
rechnungen-177;Rechnungen;Textverständnis;medium;Was bedeutet „innerhalb des Budgets“?;Die Gesamtkosten dürfen das verfügbare Budget nicht überschreiten;Die Investition darf beliebig teuer sein;Das Budget muss vollständig überschritten werden;Nur der Gewinn zählt;0;Die Auswahl muss unter der finanziellen Obergrenze bleiben.;
rechnungen-178;Rechnungen;ROI-Amortisation;medium;Was bedeutet „Gesamt-ROI der gewählten Kombination“?;Der ROI der gemeinsam ausgewählten Investitionen als Gesamtbetrachtung;Der höchste Einzel-ROI;Nur der ROI der billigsten Investition;Die Summe der Prozentwerte ohne Bezug auf Kapital;0;Die Kombination wird als gemeinsame Investition mit gemeinsamem Gewinn und Kapital betrachtet.;
rechnungen-179;Rechnungen;Textverständnis;medium;Was bedeutet „Geschäftsjahr“?;Ein wirtschaftlicher Abrechnungszeitraum eines Unternehmens, meist ein Jahr;Ein einzelner Arbeitstag;Ein Quartal;Die Nutzungsdauer eines PCs;0;Ein Geschäftsjahr ist der jährliche wirtschaftliche Abrechnungszeitraum des Unternehmens.;
rechnungen-180;Rechnungen;Textverständnis;medium;Was bedeutet „Kennzahlen“?;Messgrößen, mit denen wirtschaftliche Sachverhalte bewertet werden;Nur Preise von Produkten;Ausschließlich Fixkosten;Die Namen von Projekten;0;Kennzahlen verdichten wirtschaftliche Informationen zu vergleichbaren Messgrößen.;
rechnungen-181;Rechnungen;ROI-Amortisation;medium;Was ist „Umsatzrentabilität“?;Gewinn im Verhältnis zum Umsatz;Umsatz im Verhältnis zum Kapital;Kapital im Verhältnis zum Gewinn;Kosten im Verhältnis zum Umsatz;0;Umsatzrentabilität = Gewinn / Umsatz × 100.;
rechnungen-182;Rechnungen;ROI-Amortisation;medium;Ein Unternehmen erzielt 50.000 € Gewinn bei 500.000 € Umsatz. Wie hoch ist die Umsatzrentabilität?;5 %;10 %;50 %;100 %;1;50.000 / 500.000 × 100 = 10 %.;
rechnungen-183;Rechnungen;ROI-Amortisation;medium;Ein Unternehmen erzielt 1.000.000 € Umsatz bei 500.000 € eingesetztem Kapital. Wie hoch ist der Kapitalumschlag?;0,5;1;2;5;2;Kapitalumschlag = 1.000.000 / 500.000 = 2.;
rechnungen-184;Rechnungen;ROI-Amortisation;medium;Die Umsatzrentabilität beträgt 10 % und der Kapitalumschlag 2. Wie hoch ist der ROI nach der DuPont-Formel?;5 %;10 %;20 %;200 %;2;ROI = 10 % × 2 = 20 %.;
rechnungen-185;Rechnungen;Textverständnis;medium;Was bedeutet „getrennt berechnen“ in „Umsatzrentabilität und Kapitalumschlag getrennt“?;Beide Kennzahlen einzeln berechnen;Nur eine der beiden Kennzahlen berechnen;Beide Werte sofort addieren;Keine Zwischenschritte zeigen;0;„Getrennt“ bedeutet einzeln beziehungsweise separat.;
rechnungen-186;Rechnungen;Textverständnis;medium;Was bedeutet „den ROI auf 35 % steigern“?;Der neue Zielwert des ROI soll 35 % betragen;Der ROI soll um exakt 35 Prozentpunkte steigen;Der Gewinn soll 35 € betragen;Der Umsatz soll sinken;0;„Auf 35 %“ nennt den gewünschten Endwert.;
rechnungen-187;Rechnungen;Textverständnis;medium;Was bedeutet „zwei rechnerische Wege nennen“?;Zwei unterschiedliche mathematische Möglichkeiten zur Zielerreichung angeben;Die gleiche Rechnung zweimal schreiben;Nur zwei Zahlen nennen;Zwei Investitionen auswählen;0;Es werden zwei verschiedene rechnerische Ansätze erwartet.;
rechnungen-188;Rechnungen;ROI-Amortisation;medium;Über welche zwei Größen kann der ROI in der DuPont-Betrachtung beeinflusst werden?;Umsatzrentabilität und Kapitalumschlag;Fixkosten und Absatzmenge;TCO und Break-Even;Stückpreis und Mehrwertsteuer;0;Die DuPont-Formel zerlegt den ROI in Umsatzrentabilität und Kapitalumschlag.;
rechnungen-189;Rechnungen;Textverständnis;medium;Was bedeutet „nötiger Zielwert“?;Der Wert, der erreicht werden muss, um das gewünschte Ziel zu erfüllen;Der aktuelle Wert;Der kleinste vorhandene Wert;Ein zufälliger Vergleichswert;0;„Nötig“ bedeutet erforderlich, „Zielwert“ bezeichnet den gewünschten Wert.;
rechnungen-190;Rechnungen;Textverständnis;medium;Eine Aufgabe fragt „Welche Investition ist rentabler?“ Was sollte verglichen werden?;Die Rentabilität, zum Beispiel anhand des ROI;Nur der Kaufpreis;Nur die Laufzeit;Nur die Anzahl der Mitarbeiter;0;„Rentabler“ bezieht sich auf das Verhältnis des wirtschaftlichen Erfolgs zum eingesetzten Kapital.;
